1,20
1,21
3,22
1,23
1,24
1,25
2,26
1,27
1,28
3,29
1,840
1,841
3,842
2,843
1,844
2,845
1,846
1,847
1,848
3,849
1,1730
3,1731
10,1732
1,1733
2,1734
1,1735
3,1736
1,1737
1,1738
1,1739
6,2690
1,2691
1,2692
1,2693
1,2694
1,2695
8,2696
1,2697
2,2698
1,2699
1,3520
1,3521
1,3522
1,3523
2,3524
1,3525
3,3526
1,3527
1,3528
6,3529
1,4390
1,4391
6,4392
1,4393
1,4394
2,4395
1,4396
4,4397
1,4398
1,4399
2,5330
8,5331
4,5332
1,5333
2,5334
2,5335
1,5336
1,5337
1,5338
1,5339
1,6330
1,6331
1,6332
1,6333
3,6334
1,6335
2,6336
4,6337
3,6338
5,6339
2,7260
1,7261
2,7262
1,7263
1,7264
2,7265
1,7266
2,7267
1,7268
4,7269
2,8130
1,8131
1,8132
5,8133
1,8134
1,8135
3,8136
1,8137
5,8138
2,8139
